"Environment and Climate Change Canada"
"Monthly Values for November - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"DEWBERRY AGCM","53.659","-110.588","AB","0.3","4",NA,"17.3","3","-11.0","1","",,NA,"11.8","4",NA,"","2","",,NA,"461.4","0.0","3012073"
"EDGERTON AGCM","52.778","-110.433","AB","0.1","4",NA,"19.1","2","-10.1","2","",,NA,"6.5","3",NA,"","2","",,NA,"465.1","0.0","3012192"
"EDMONTON INTERNATIONAL CS","53.307","-113.606","AB","0.1","0",NA,"20.8","0","-13.5","0","",,NA,"32.4","0",NA,"4.0","10","",,NA,"537.8","0.0","3012206"
"EDMONTON BLATCHFORD","53.573","-113.517","AB","1.5","0",NA,"19.9","0","-9.7","0","",,NA,"13.1","0",NA,"0.0","3","",,NA,"493.8","0.0","3012209"
"EDMONTON NAMAO AWOS A","53.667","-113.467","AB","0.4","1",NA,"18.4","1","-10.8","0","",,NA,"13.0","1",NA,"","3","",,NA,"511.5","0.0","3012212"
"EDMONTON INTL A","53.310","-113.579","AB","0.1","0",NA,"20.6","0","-13.6","0","10.4","0",NA,"16.8","0",NA,"3.0","4","",,NA,"538.3","0.0","3012216"
"EDMONTON VILLENEUVE A","53.668","-113.856","AB","0.8","7",NA,"21.7","7","-11.2","7","",,NA,"9.6","7",NA,"","2","",,NA,"395.2","0.0","3012229"
"EDMONTON STONY PLAIN","53.548","-114.108","AB","0.8","0","4.6","21.7","0","-10.6","0","4.4","0","22.0","12.8","0","67.0","1.0","4","",,NA,"516.2","0.0","301222F"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","0.9","0","6.1","20.7","0","-9.3","0","",,NA,"10.0","0","66.0","","3","",,NA,"511.8","0.0","3012275"
"FABYAN","52.967","-111.000","AB","-0.6","2","5.9","19.0","1","-13.0","1","4.0","1",NA,"10.0","1",NA,"0.0","4","","",NA,"520.8","0.0","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","-0.7","6",NA,"22.4","4","-13.6","3","",,NA,"15.2","6",NA,"","3","",,NA,"448.6","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","2.3","0","5.3","22.0","0","-8.5","0","18.2","0","157.0","28.8","0","228.0","0.0","5","","",NA,"472.2","0.0","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","1.9","12",NA,"21.8","7","-11.0","11","",,NA,"8.3","12",NA,"","2","",,NA,"290.1","0.0","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","1.5","16","6.9","18.0","16","-20.0","16","0.0","16",NA,"2.6","16",NA,"","1","","",NA,"230.5","0.0","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","0.7","2",NA,"19.7","2","-9.9","0","",,NA,"10.9","2",NA,"","5","",,NA,"484.3","0.0","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","1.1","3",NA,"22.6","3","-10.9","0","",,NA,"",,NA,"","","",,NA,"457.2","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","0.9","0",NA,"20.9","0","-10.0","0","",,NA,"16.4","14",NA,"","4","",,NA,"512.0","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","1.4","0",NA,"21.3","0","-10.9","0","",,NA,"3.2","23",NA,"","1","",,NA,"499.2","0.0","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","0.9","6",NA,"18.3","4","-12.7","5","",,NA,"12.7","7",NA,"","2","",,NA,"409.5","0.0","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","0.4","1",NA,"20.0","1","-11.8","1","",,NA,"16.4","2",NA,"","3","",,NA,"511.1","0.0","3013362"
"KILLAM AGDM","52.848","-111.872","AB","-0.3","6",NA,"20.6","5","-12.7","1","",,NA,"31.6","9",NA,"","9","",,NA,"439.1","0.0","3013640"
"KITSCOTY AGCM","53.353","-110.416","AB","0.1","6",NA,"18.4","3","-10.9","4","",,NA,"6.4","6",NA,"","2","",,NA,"430.1","0.0","3013660"
"LEGAL AGCM","54.003","-113.474","AB","0.0","4",NA,"17.5","3","-12.1","1","",,NA,"1.6","6",NA,"","1","",,NA,"467.5","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","-0.2","6",NA,"14.4","2","-12.2","4","",,NA,"9.5","6",NA,"","2","",,NA,"437.4","0.0","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","1.8","12",NA,"18.2","12","-11.8","12","",,NA,"3.9","12",NA,"","1","",,NA,"291.9","0.0","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","0.6","0","7.4","18.0","0","-12.5","0","2.8","0","17.0","7.6","0","43.0","1.0","2","","",NA,"522.1","0.0","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"15.4","0","109.0","26.2","0","165.0","9.0","3","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","0.4","0",NA,"18.4","0","-10.5","0","",,NA,"10.6","0",NA,"","3","",,NA,"528.7","0.0","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"0.0","22",NA,"2.4","22",NA,"","1","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","0.9","6",NA,"18.3","4","-10.9","2","",,NA,"9.9","9",NA,"","3","",,NA,"410.9","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","5.6","22",NA,"19.2","21","-4.7","19","",,NA,"5.7","23",NA,"","1","",,NA,"98.9","0.0","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","-0.4","7",NA,"19.8","5","-11.1","4","",,NA,"16.5","7",NA,"","4","",,NA,"424.2","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","-0.4","6",NA,"16.9","4","-10.3","3","",,NA,"",,NA,"","","",,NA,"440.4","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","-0.3","0",NA,"16.2","0","-11.9","0","",,NA,"",,NA,"","","",,NA,"549.2","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","1.2","7",NA,"18.3","5","-8.1","4","",,NA,"7.5","7",NA,"4.0","3","",,NA,"386.3","0.0","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","1.4","4",NA,"20.0","4","-9.5","1","",,NA,"15.8","4",NA,"","4","",,NA,"431.8","0.0","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","0.5","4",NA,"18.8","2","-15.6","3","",,NA,"12.7","5",NA,"","5","",,NA,"455.7","0.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","0.0","0",NA,"20.8","0","-13.7","0","",,NA,"11.5","0",NA,"4.0","4","",,NA,"540.5","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","0.6","0",NA,"21.1","0","-12.1","0","",,NA,"22.9","0",NA,"","3","",,NA,"522.6","0.0","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","0.7","2",NA,"17.1","0","-11.5","2","",,NA,"5.7","2",NA,"","3","",,NA,"483.2","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","-0.8","4",NA,"15.7","3","-12.1","2","",,NA,"16.0","5",NA,"","4","",,NA,"489.0","0.0","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","1.6","0",NA,"22.2","0","-10.6","0","",,NA,"3.6","1",NA,"","1","",,NA,"490.6","0.0","3015797"
"SHONTS AGCM","53.333","-112.539","AB","0.0","0",NA,"18.7","0","-12.4","0","",,NA,"14.5","0",NA,"","3","",,NA,"540.3","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","-0.5","0",NA,"13.9","0","-12.6","0","",,NA,"6.4","0",NA,"","2","",,NA,"553.9","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","0.9","0",NA,"22.0","0","-13.1","0","",,NA,"6.2","17",NA,"","3","",,NA,"514.1","0.0","3016070"
"STETTLER AGDM","52.347","-112.596","AB","1.6","3",NA,"20.7","3","-10.1","0","",,NA,"16.8","3",NA,"","5","",,NA,"443.5","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","0.6","4",NA,"22.6","3","-13.3","1","",,NA,"12.1","7",NA,"","3","",,NA,"452.7","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","0.7","0",NA,"22.0","0","-11.6","0","",,NA,"10.4","1",NA,"","2","",,NA,"518.1","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","-0.6","7",NA,"17.1","5","-11.5","2","",,NA,"3.3","5",NA,"","1","",,NA,"428.4","0.0","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"4.2","0",NA,"14.0","0",NA,"1.0","4","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","1.1","12",NA,"16.9","7","-7.8","12","",,NA,"5.0","15",NA,"","1","",,NA,"304.2","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","0.4","5",NA,"18.0","3","-12.1","2","",,NA,"10.4","5",NA,"","3","",,NA,"440.7","0.0","3016802"
"VIKING AGCM","53.182","-111.732","AB","0.1","2",NA,"18.6","1","-12.5","1","",,NA,"15.2","2",NA,"","4","",,NA,"500.9","0.0","3016841"
"VILNA AGCM","54.130","-111.921","AB","-0.6","2",NA,"16.2","2","-11.5","0","",,NA,"7.2","2",NA,"","3","",,NA,"519.8","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","0.7","0",NA,"22.3","0","-15.9","0","",,NA,"16.7","0",NA,"12.0","3","",,NA,"517.9","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","0.9","1","7.2","19.1","1","-11.6","0","",,NA,"7.4","1",NA,"","2","",,NA,"495.2","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","0.1","3",NA,"21.7","3","-14.2","0","",,NA,"16.1","5",NA,"","2","",,NA,"482.5","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","0.9","0",NA,"21.1","0","-10.1","0","",,NA,"11.8","0",NA,"5.0","3","",,NA,"511.9","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","2.1","0",NA,"22.3","0","-10.9","0","",,NA,"2.9","0",NA,"","1","",,NA,"476.0","0.0","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","2.0","0","6.4","19.0","0","-13.0","0","1.0","0","7.0","1.0","0","6.0","0.0","1","","",NA,"479.4","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","0.8","0",NA,"20.0","0","-9.6","0","",,NA,"9.0","1",NA,"","3","",,NA,"517.3","0.0","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","3.1","0",NA,"22.8","0","-8.9","0","",,NA,"0.4","0",NA,"","0","",,NA,"446.7","0.0","3020035"
"ATLEE AGCM","50.810","-111.006","AB","3.2","0",NA,"22.3","0","-9.9","0","",,NA,"3.7","0",NA,"","1","",,NA,"442.6","0.0","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","1.6","0",NA,"22.4","0","-12.8","0","",,NA,"0.8","0",NA,"","0","",,NA,"492.6","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","1.0","5",NA,"21.8","5","-10.3","1","",,NA,"8.6","5",NA,"","5","",,NA,"424.6","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","2.4","2",NA,"22.8","1","-10.7","1","",,NA,"2.1","2",NA,"","0","",,NA,"437.8","0.0","3021912"
"CRAIGMYLE","51.767","-112.283","AB","2.5","2","7.0","23.0","2","-10.5","2","1.6","2",NA,"3.0","2",NA,"0.0","1","","",NA,"433.8","0.0","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","3.1","5",NA,"23.5","4","-12.2","2","",,NA,"0.0","24",NA,"","0","",,NA,"373.6","0.0","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","0.7","2",NA,"21.4","2","-13.4","0","",,NA,"9.6","2",NA,"","2","",,NA,"485.4","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","3.2","9",NA,"20.9","8","-9.6","4","",,NA,"0.4","9",NA,"","0","",,NA,"311.8","0.0","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","0.7","0",NA,"21.6","0","-14.0","0","",,NA,"16.0","0",NA,"7.0","4","",,NA,"518.9","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","-0.4","4",NA,"21.2","3","-14.4","2","",,NA,"15.4","4",NA,"1.0","3","",,NA,"478.2","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","1.4","0",NA,"23.3","0","-12.5","0","",,NA,"2.5","7",NA,"","1","",,NA,"497.3","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","1.2","1",NA,"21.7","1","-10.5","0","",,NA,"13.8","1",NA,"","7","",,NA,"486.5","0.0","3024668"
"OLDS AGDM","51.759","-114.085","AB","2.0","3",NA,"21.5","3","-14.0","2","",,NA,"6.4","3",NA,"","2","",,NA,"431.5","0.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","1.7","5",NA,"21.9","4","-9.5","2","",,NA,"2.3","8",NA,"","0","",,NA,"407.8","0.0","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","1.1","5",NA,"23.4","3","-11.8","3","",,NA,"1.1","5",NA,"","0","",,NA,"422.3","0.0","3025243"
"PRENTISS","52.433","-113.600","AB","2.1","5",NA,"21.1","5","-14.4","3","",,NA,"17.6","7",NA,"","4","",,NA,"397.0","0.0","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","",,NA,"",,"",,"9.2","0",NA,"13.8","0",NA,"1.0","3","",,NA,"","","3025481"
"SCHULER AGDM","50.307","-110.091","AB","3.2","3",NA,"22.8","3","-10.9","0","",,NA,"1.9","4",NA,"","1","",,NA,"400.3","0.0","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","1.9","1",NA,"23.0","1","-12.0","1","1.0","1",NA,"1.0","1",NA,"0.0","1","","",NA,"467.5","0.0","3025928"
"THREE HILLS","51.768","-113.206","AB","1.3","2",NA,"22.5","2","-11.8","0","",,NA,"1.5","6",NA,"","1","",,NA,"466.7","0.0","3026479"
"SUNDRE A","51.778","-114.683","AB","0.5","0",NA,"20.8","0","-17.0","0","",,NA,"5.7","0",NA,"2.0","3","",,NA,"525.2","0.0","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","1.6","0",NA,"21.9","0","-10.4","0","",,NA,"6.5","0",NA,"","2","",,NA,"493.1","0.0","3027582"
"AZURE","50.512","-114.013","AB","3.4","0",NA,"21.1","0","-16.7","0","",,NA,"3.3","17",NA,"","1","",,NA,"437.4","0.0","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","4.1","4",NA,"22.9","4","-15.7","1","",,NA,"1.7","4",NA,"","0","",,NA,"361.0","0.0","3030525"
"BARONS AGCM","50.026","-113.224","AB","4.4","0",NA,"22.7","0","-11.5","0","",,NA,"1.8","0",NA,"","1","",,NA,"409.1","0.0","3030529"
"BASSANO AGCM","50.893","-112.465","AB","2.3","0",NA,"23.4","0","-12.1","0","",,NA,"1.6","1",NA,"","0","",,NA,"470.1","0.0","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","2.2","0",NA,"20.4","0","-16.5","0","",,NA,"6.7","27",NA,"","3","",,NA,"474.0","0.0","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","4.2","4",NA,"22.1","4","-12.3","0","",,NA,"8.2","6",NA,"","2","",,NA,"360.1","0.0","3030720"
"BOW ISLAND","49.734","-111.450","AB","5.1","2",NA,"24.2","2","-11.7","2","",,NA,"0.0","2",NA,"","0","",,NA,"360.6","0.0","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","4.8","0",NA,"22.9","0","-11.2","0","",,NA,"0.4","0",NA,"","0","",,NA,"397.1","0.0","3030772"
"BROCKET AGDM","49.617","-113.817","AB","4.6","2",NA,"19.9","2","-10.2","0","",,NA,"4.9","2",NA,"","1","",,NA,"374.5","0.0","3030830"
"BROOKS","50.555","-111.849","AB","3.9","1",NA,"23.1","1","-11.4","0","",,NA,"1.3","1",NA,"0.0","0","",,NA,"409.0","0.0","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","2.6","0",NA,"21.8","0","-11.9","0","2.9","0",NA,"2.7","0",NA,"1.0","1","",,NA,"461.5","0.0","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","2.4","0",NA,"21.8","0","-12.3","0","",,NA,"8.1","0",NA,"1.0","2","",,NA,"469.2","0.0","3031094"
"CARDSTON","49.201","-113.286","AB","4.7","0",NA,"22.1","0","-17.6","0","",,NA,"14.9","0",NA,"","2","",,NA,"399.0","0.0","3031322"
"CARWAY","49.001","-113.376","AB","3.6","0",NA,"21.2","0","-15.5","0","",,NA,"11.4","0",NA,"3.0","1","",,NA,"432.4","0.0","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","3.9","0",NA,"27.1","0","-15.3","0","",,NA,"1.8","1",NA,"","1","",,NA,"423.5","0.6","3031480"
"CLARESHOLM","50.004","-113.639","AB","4.6","0",NA,"22.0","0","-13.9","0","",,NA,"0.9","0",NA,"0.0","0","",,NA,"402.2","0.0","3031640"
"COP UPPER","51.076","-114.222","AB","3.4","0",NA,"20.7","0","-13.6","0","",,NA,"1.6","0",NA,"","0","",,NA,"438.4","0.0","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","5.3","5",NA,"22.8","3","-10.9","2","",,NA,"0.9","5",NA,"","0","",,NA,"318.7","0.0","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","4.1","0",NA,"23.6","0","-14.8","0","",,NA,"0.5","2",NA,"","0","",,NA,"415.7","0.0","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","5.6","0",NA,"24.2","0","-12.6","0","",,NA,"1.1","1",NA,"","0","",,NA,"372.9","0.0","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","5.3","8",NA,"21.9","6","-10.3","3","",,NA,"0.0","10",NA,"","0","",,NA,"280.0","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","5.1","0",NA,"21.7","0","-9.9","0","",,NA,"2.4","0",NA,"","1","",,NA,"385.8","0.0","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","2.8","0",NA,"21.9","0","-9.4","0","",,NA,"1.4","0",NA,"","0","",,NA,"455.1","0.0","3032801"
"GRASSY LAKE","49.874","-111.733","AB","5.0","4",NA,"23.3","3","-11.6","1","",,NA,"0.8","4",NA,"","0","",,NA,"339.1","0.0","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","4.7","8",NA,"21.8","6","-14.9","3","",,NA,"4.5","9",NA,"","1","",,NA,"292.3","0.0","3033498"
"IRVINE AGCM","49.989","-110.261","AB","5.4","0",NA,"23.2","0","-10.1","0","",,NA,"1.3","0",NA,"","0","",,NA,"377.7","0.0","3033550"
"LETHBRIDGE","49.630","-112.799","AB","5.5","2",NA,"24.0","2","-11.2","2","",,NA,"0.0","2",NA,"","0","",,NA,"351.2","0.0","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"3.0","5",NA,"0.0","1","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","4.4","4",NA,"22.7","4","-11.5","0","",,NA,"4.3","5",NA,"","2","",,NA,"352.9","0.0","3033897"
"MEDICINE HAT","50.019","-110.721","AB","4.6","4",NA,"24.0","4","-10.5","4","",,NA,"0.0","4",NA,"","0","",,NA,"349.1","0.0","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","5.0","0",NA,"23.7","0","-9.9","0","",,NA,"0.4","0",NA,"","0","",,NA,"389.9","0.0","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","3.3","0",NA,"23.5","0","-17.1","0","",,NA,"2.1","0",NA,"","1","",,NA,"441.6","0.0","3034577"
"NIER AGDM","51.369","-114.099","AB","3.0","5",NA,"20.0","3","-12.8","2","",,NA,"1.2","6",NA,"","0","",,NA,"374.4","0.0","3034795"
"PINCHER CREEK","49.521","-113.997","AB","4.6","7",NA,"19.6","7","-11.9","7","",,NA,"5.9","7",NA,"","2","",,NA,"308.6","0.0","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","4.2","1",NA,"19.6","1","-11.7","0","",,NA,"8.0","1",NA,"0.0","2","",,NA,"401.5","0.0","3035208"
"QUEENSTOWN","50.606","-112.983","AB","3.2","2","5.4","22.5","1","-13.0","1","1.0","1",NA,"3.8","1",NA,"0.0","2","","",NA,"415.6","0.0","3035340"
"QUEENSTOWN","50.598","-112.803","AB","3.5","2",NA,"22.4","2","-11.9","0","",,NA,"1.7","2",NA,"","0","",,NA,"405.9","0.0","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","5.2","5",NA,"23.7","4","-12.8","1","",,NA,"2.4","9",NA,"","1","",,NA,"320.7","0.0","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","3.6","0",NA,"24.1","0","-12.5","0","",,NA,"0.8","0",NA,"","0","",,NA,"432.7","0.0","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","2.1","0",NA,"23.5","0","-14.6","0","",,NA,"1.9","1",NA,"","0","",,NA,"477.9","0.0","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","4.5","0",NA,"23.7","0","-12.4","0","",,NA,"0.4","1",NA,"","0","",,NA,"405.2","0.0","3035845"
"STANDARD AGCM","51.228","-112.982","AB","3.4","0",NA,"23.2","0","-8.8","0","",,NA,"0.5","0",NA,"","0","",,NA,"438.8","0.0","3036086"
"STAVELY AAFC","50.183","-113.883","AB","4.6","0",NA,"20.3","0","-8.1","0","",,NA,"3.6","0",NA,"","2","",,NA,"401.0","0.0","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","4.4","8",NA,"21.1","8","-10.5","6","",,NA,"1.2","9",NA,"","0","",,NA,"298.5","0.0","3036205"
"TABER","49.792","-112.124","AB","3.6","15",NA,"23.0","10","-12.0","10","0.0","10",NA,"4.0","10",NA,"0.0","1","","",NA,"216.1","0.0","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","4.5","0",NA,"22.8","0","-13.2","0","",,NA,"1.4","1",NA,"","0","",,NA,"405.6","0.0","3036500"
"VAUXHALL CDA CS","50.050","-112.133","AB","4.6","0",NA,"23.2","0","-13.5","0","",,NA,"2.1","0",NA,"","0","",,NA,"401.5","0.0","3036682"
"WRENTHAM AGDM","49.500","-112.117","AB","4.5","15",NA,"23.5","14","-11.8","5","",,NA,"1.7","15",NA,"","1","",,NA,"202.1","0.0","3037675"
